id,prompt,variables,created_at,updated_at,account_id,suggestion_label,subcategory_id
346c112c-c57b-441c-83fc-29e0415a0f0d,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.: What style of bathroom remodeling are you looking for?. Option: A luxurious bathroom with a marble-top vanity, a pedestal sink, and a large walk-in shower with a glass door and a mediterranean revival-style tile floor.. Direction details: A sophisticated and elegant design that incorporates luxurious materials and mediterranean revival elements, creating a warm and inviting atmosphere. Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-18 15:25:22.291912+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
362da09d-0481-4c8d-9e19-611e722986a1,"Modern salon interior with contemporary design, professional photography, no text",,2025-10-13 05:02:08.889925+00,2026-03-30 16:50:05.965655+00,,,
36ce6448-42e9-41b0-9aee-3f582654b09a,"High-quality General Landscape Architectural Services showcase with modern styling, minimalist design, no text overlay, no words",,2026-02-17 05:45:38.79149+00,2026-03-30 16:50:05.965655+00,,,
36e0c757-9a46-4d96-b8e1-ec24ae9f367d,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Walkway. Option: rustic flagstone garden path with organic character.",,2026-03-23 16:44:29.748164+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
37556f94-4ff2-4267-8aab-62e89d0bc085,"Stylish salon with modern amenities, sophisticated styling, no text",,2025-10-13 05:02:10.272284+00,2026-03-30 16:50:05.965655+00,,,
377dc7bd-1aef-428e-a6b0-d9257fd00bbb,"Contemporary pool with modern features, clean background, no text",,2025-10-13 05:02:38.701938+00,2026-03-30 16:50:05.965655+00,,,
37bfedba-2dd0-4acf-824e-0e7527378bc2,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A rural landscape with a large field, a few trees, and a barn. Direction details: A natural and rustic design that emphasizes country charm and simplicity Price tier cues: Budget-friendly, builder-grade materials, economy finishes, standard fixtures.",,2026-03-20 21:01:54.767815+00,2026-03-30 16:45:25.682176+00,,,d59017d8-8fa9-4d1a-a05d-aca761e5c530
392f9644-ae9e-4d07-a444-1670b4abf920,"Contemporary filing cabinet with sleek design, clean aesthetic, no text",,2025-10-13 05:02:14.477722+00,2026-03-30 16:50:05.965655+00,,,
3987a53a-776d-48cb-ab88-dd5af326aafb,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Walkway. Option: classic brick walkway with traditional curb appeal.",,2026-03-23 18:54:07.92785+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
3a413bcc-b0d0-45ea-a3b9-111bcd788690,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.: What style of bathroom remodeling are you looking for?. Option: A cozy bathroom with a vintage-style sink, a wooden vanity, and a claw-foot tub surrounded by natural stone walls.. Direction details: A warm and inviting design that incorporates natural materials and vintage elements. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-18 15:25:13.663203+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
3a55c974-837b-4252-9269-9ab166348a89,"Elegant salon with classic design elements, professional photography, no text",,2025-10-13 05:02:40.34353+00,2026-03-30 16:50:05.965655+00,,,
3a6cb5eb-be8c-4b05-a27f-ab657ecaf62c,"Modern living room furniture set with contemporary design, professional photography, no text",,2025-10-13 05:02:43.841598+00,2026-03-30 16:50:05.965655+00,,,
3ad04ae3-71a2-4a0e-956f-dc12bcf1c26f,"Modern living room furniture set with contemporary design, professional photography, no text",,2025-10-13 05:02:11.05245+00,2026-03-30 16:50:05.965655+00,,,
3b7eaa6d-e751-4fcf-98fe-a8f5c9f1d006,"Minimalist kitchen with clean lines, professional photography, no text",,2025-10-13 05:02:32.345245+00,2026-03-30 16:50:05.965655+00,,,
3c737967-7b96-46d3-963c-41004a408868,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Backsplash Tile. Option: geometric mosaic backsplash adding designer detail.",,2026-03-23 18:53:36.134294+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
3ce51015-a91c-41e6-a487-d43608411847,"Modern office desk with contemporary design, professional photography, no text",,2025-10-13 05:02:14.104177+00,2026-03-30 16:50:05.965655+00,,,
3cff15a0-438c-4239-ae8e-ee80863c82a1,"Beautiful garden with colorful flowers and plants, professional photography, no text",,2025-10-13 05:02:00.518019+00,2026-03-30 16:50:05.965655+00,,,
3d64e83e-d461-4834-8d23-cb16747f04ef,"Sharp men's business suit with professional tailoring, clean background, no text",,2025-10-13 05:01:52.227759+00,2026-03-30 16:50:05.965655+00,,,
3d7ea815-93b6-4043-b57a-613f9863a779,"Luxury kitchen with high-end appliances, sophisticated styling, no text",,2025-10-13 05:02:32.12129+00,2026-03-30 16:50:05.965655+00,,,
3de0ecf4-c51a-4b61-8360-df07c1eb3a48,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Outdoor Lighting. Option: classic lantern-style outdoor sconces with timeless curb appeal.",,2026-03-23 16:43:53.227205+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
3df0b4ac-4207-4dfe-9310-944f7f69e8cb,"Master bedroom with elegant furniture, sophisticated design, professional photography, no text",,2025-10-13 05:02:33.074504+00,2026-03-30 16:50:05.965655+00,,,
3e8e07d1-4f59-4d3f-bcdb-0d750a6e5153,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Outdoor Kitchen. Option: bright white outdoor prep and serving bar with a coastal luxury feel.",,2026-03-23 16:44:57.784301+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
3f56eef3-fcdb-4e11-990d-461ef5a29916,Premium Outdoor Furniture Layout collection with attention to detail,,2025-10-13 04:39:41.368655+00,2026-03-30 16:50:05.965655+00,,,
40dcda47-b5ff-4e99-bf04-61c7ddfba2dc,"Luxury living room with sophisticated decor, professional photography, no text",,2025-10-13 05:02:30.882843+00,2026-03-30 16:50:05.965655+00,,,
414a7311-8c0d-4e16-8ef7-b97ffb1e73d7,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.: What style of bathroom remodeling are you looking for?. Option: A sleek and modern bathroom with a wall-mounted sink, a minimalist toilet, and a large walk-in shower with a rain showerhead.. Direction details: A clean and simple design that emphasizes functionality and simplicity. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-18 15:25:13.145626+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
4155afb2-1c1a-45e0-8ec0-6bf1b07cc88e,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Shower Tile. Option: muted green spa-style shower tile with calming depth.",,2026-03-23 18:53:07.280495+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
42479978-d9e1-4021-bb93-050263fbab14,"Modern living room with contemporary furniture, clean design, professional photography, no text",,2025-10-13 05:01:55.609229+00,2026-03-30 16:50:05.965655+00,,,
42650e7d-6107-405f-9f05-6a3a81498bdf,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Flooring. Option: light oak wide-plank flooring with an airy upscale feel.",,2026-03-23 18:53:11.741878+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
436572ac-14a5-47ca-9d09-44c9fd2ba9c5,"Tropical garden with exotic plants, lush design, no text",,2025-10-13 05:02:01.367319+00,2026-03-30 16:50:05.965655+00,,,
443ae719-5248-4a0d-97e3-0b27a1f94b32,"Stylish men's casual shirt with modern design, minimalist presentation, no text",,2025-10-13 05:01:52.450451+00,2026-03-30 16:50:05.965655+00,,,
44408c66-c63e-4608-b5f8-4222abcfd70c,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Firepit. Option: clean built-in gas fire table with upscale entertaining style.",,2026-03-23 16:44:22.917221+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4467a7cb-56a7-4149-bcad-97842995ab05,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A luxury-themed landscape with a large patio, a pool, and a variety of high-end decorative elements. Direction details: A luxurious and sophisticated outdoor space perfect for large estates Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:12:40.307679+00,2026-03-30 16:50:05.965655+00,,,
44d5b238-15a9-4d10-a539-92745a3f4f9b,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A formal garden with a grand entrance, topiary, and a variety of flowering plants and shrubs. Direction details: A sophisticated and elegant outdoor space with a focus on traditional gardening and decor Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-20 21:02:32.64787+00,2026-03-30 16:45:25.682176+00,,,ee70f353-c48e-4bd9-bfc1-cf1b00291fa9
44f43451-521e-4a99-94ea-6b9cf37f2d7d,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A luxurious garden with a Tuscan villa design, featuring a large fountain, a variety of herbs and flowers, and a stone patio.. Direction details: A grand and elegant garden design that evokes the charm of the Italian countryside. Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:13:42.999863+00,2026-03-30 16:50:05.965655+00,,,
461df87d-b2b0-44d9-8fb6-760277cd39ac,"Modern kitchen with sleek appliances, clean design, professional photography, no text",,2025-10-13 05:01:57.277432+00,2026-03-30 16:50:05.965655+00,,,
4709734e-9d67-4367-a926-f5c1d63835c5,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Walkway. Option: rustic flagstone garden path with organic character.",,2026-03-23 18:54:07.304929+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
4847e163-f644-44e1-8719-7c54f3f67b6f,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Pergola / Shade. Option: minimal tension sail shade with clean modern lines.",,2026-03-23 16:44:39.424893+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4a04b7bb-502b-4a22-b86f-089d3663b890,"Infinity pool with stunning views, clean aesthetic, no text",,2025-10-13 05:02:04.274259+00,2026-03-30 16:50:05.965655+00,,,
4a34f33f-23f9-4842-8f2a-eb2e2885c01f,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Backsplash Tile. Option: muted sage handmade backsplash tile with soft color variation.",,2026-03-23 18:53:36.602951+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
4b699034-65e8-4a78-9d97-999daa0b0c59,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Firepit. Option: sunken conversation pit with an integrated central fire feature.",,2026-03-23 16:44:21.10867+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4b7a8a12-4356-4ae5-8408-5e3e0c40c80e,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A formal garden with a symmetrical design, featuring a small fountain, a variety of topiaries, and a stone patio.. Direction details: A elegant and sophisticated garden design that emphasizes symmetry and order. Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:37:33.22022+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4b9717ef-3d17-473e-a95e-7053c1f5d754,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A permaculture garden with a small lawn, plenty of plants, and a natural fence. Direction details: A sustainable and self-sufficient design that incorporates elements of permaculture and plenty of greenery Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:13:16.316678+00,2026-03-30 16:50:05.965655+00,,,
4bab9876-3f0c-4aa6-85be-208751085075,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Decking. Option: light coastal deck planks with an airy upscale finish.",,2026-03-23 16:44:48.10215+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4c2b5d41-d0c7-4756-848a-deb592a4d4b5,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A romantic garden with a whimsical design, featuring a small arbor, a few roses, and a wooden bench.. Direction details: A charming and intimate garden design that evokes the spirit of romance. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:28:05.106966+00,2026-03-30 16:50:05.965655+00,,,
4d7ada21-dd5d-4412-a64f-e6dd29115d9d,"Elegant armchair with classic styling, professional photography, no text",,2025-10-13 05:02:44.546078+00,2026-03-30 16:50:05.965655+00,,,
4e8f7644-ba24-4a7f-9a8b-9f7905e1e1ef,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design are you looking for?. Option: A vibrant garden with a southwestern style design, featuring a few cacti, a natural stone patio, and a colorful tile bench. Direction details: A bold and vibrant garden design that incorporates the unique features of the southwestern landscape Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-20 21:00:35.58351+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4f60118c-b8ed-454d-863f-a2050db8788a,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Walkway. Option: curved garden walkway winding through layered planting.",,2026-03-23 16:44:32.352801+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4fac673a-c431-41e1-8d31-20ba7e0facc7,"Luxury garden with sophisticated plant arrangements, elegant presentation, no text",,2025-10-13 05:02:00.944118+00,2026-03-30 16:50:05.965655+00,,,
4fe84dd1-3527-4c5e-a224-29982067cfc6,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design are you looking for?. Option: A whimsical garden with a woodland design, featuring a few tall trees, a natural stone path, and a wooden bridge. Direction details: A magical and enchanting garden design that captures the essence of the woodland Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-20 21:00:34.302794+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
4ff0eb2e-58a4-4566-b46e-edf3bce04ada,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A whimsical garden with a woodland design, featuring a small stream, a few mushrooms, and a wooden bridge.. Direction details: A playful and enchanting garden design that evokes the magic of the forest. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:13:53.106213+00,2026-03-30 16:50:05.965655+00,,,
501889d7-e1b6-4f69-8fb9-62414f12d957,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A cozy garden with a rustic cottage design, featuring a picket fence, a variety of colorful flowers, and a wooden arbor.. Direction details: A charming and inviting garden design that evokes a sense of warmth and comfort. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:37:27.178633+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
50403e67-c016-4873-985d-c7e20fab2b77,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A container garden with plenty of plants and a small patio. Direction details: A small and charming design that incorporates containers and plenty of greenery Price tier cues: Budget-friendly, builder-grade materials, economy finishes, standard fixtures.",,2026-03-17 19:13:17.250659+00,2026-03-30 16:50:05.965655+00,,,
50c7cd47-17b2-417e-a987-b4f3430bc034,"Modern salon with trendy styling stations, minimalist presentation, no text",,2025-10-13 05:02:40.142525+00,2026-03-30 16:50:05.965655+00,,,
50d4956e-cb8d-42c2-962c-8c5950c91a8d,"Luxury office chair with sophisticated styling, elegant presentation, no text",,2025-10-13 05:02:14.303463+00,2026-03-30 16:50:05.965655+00,,,
51709c6e-d11a-4595-944b-31c2164ae746,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A beachy garden with a coastal design, featuring a small palm tree, a few beach flowers, and a wooden Adirondack chair.. Direction details: A light and airy garden design that captures the carefree spirit of the beach. Price tier cues: Mid-range quality, quartz or laminate surfaces, semi-custom details.",,2026-03-17 19:13:44.192909+00,2026-03-30 16:50:05.965655+00,,,
